"id","package_item_A","package_item_B","package_item_C","package_project_name","package_technology","package_coordinator","package_country","registration_surveyid","registration_survey_deviceimei","registration_survey_start","registration_survey_end","registration_district","registration_village","registration_qst101","registration_gender","registration_age","registration_whocontrolstheincome","registration_whocontrolstheincome_oth","registration_farm_geo_longitude","registration_farm_geo_latitude","registration_farm_geo_elevation","registration_farm_geo_gps_precision","d9map_surveyid","d9map_survey_deviceimei","d9map_survey_start","d9map_survey_end","d9map_generalappearanc_pos","d9map_generalappearanc_neg","d9map_plantheightabove_pos","d9map_plantheightabove_neg","d9map_suitabilitysoils_pos","d9map_suitabilitysoils_neg","d9map_overallbest9map_pos","d9map_overallbest9map_neg","d9map_xticbestclon9map","d9map_xticbestclon9map_oth","d9map_farm_geo_longitude","d9map_farm_geo_latitude","d9map_farm_geo_elevation","d9map_farm_geo_gps_precision","d6map_surveyid","d6map_survey_deviceimei","d6map_survey_start","d6map_survey_end","d6map_stemappear6map_pos","d6map_stemappear6map_neg","d6map_branchhabit_pos","d6map_branchhabit_neg","d6map_generalappearanc_pos","d6map_generalappearanc_neg","d6map_overperfclon6map","d6map_overallclone6map","d6map_overallclone6map_oth","d6map_photo6map1","d6map_photo6map2","d6map_farm_geo_longitude","d6map_farm_geo_latitude","d6map_farm_geo_elevation","d6map_farm_geo_gps_precision","d3map_surveyid","d3map_survey_deviceimei","d3map_survey_start","d3map_survey_end","d3map_aboutpestresis_pos","d3map_aboutpestresis_neg","d3map_aboutdiseaseres_pos","d3map_aboutdiseaseres_neg","d3map_aboutvigor_pos","d3map_aboutvigor_neg","d3map_overallperfclone","d3map_cloneperformance","d3map_cloneperformance_oth","d3map_farm_geo_longitude","d3map_farm_geo_latitude","d3map_farm_geo_elevation","d3map_farm_geo_gps_precision","d1map_surveyid","d1map_survey_deviceimei","d1map_survey_start","d1map_survey_end","d1map_plantingdate","d1map_fieldslope","d1map_soilquality","d1map_soiltexture","d1map_germination_pos","d1map_germination_neg","d1map_reasongermworst","d1map_reasongermbest","d1map_vigor_pos","d1map_vigor_neg","d1map_reasonvigorbest","d1map_reasonvigorworst","d1map_generalappearanc_pos","d1map_generalappearanc_neg","d1map_reasongappbest","d1map_reasongappworst","d1map_useimpvar","d1map_acessextension","d1map_accessplantmat","d1map_stemreplacement","d1map_farm_geo_longitude","d1map_farm_geo_latitude","d1map_farm_geo_elevation","d1map_farm_geo_gps_precision","X12map_harvest_field_surveyid","X12map_harvest_field_survey_deviceimei","X12map_harvest_field_survey_start","X12map_harvest_field_qst101","X12map_harvest_field_stemquality_pos","X12map_harvest_field_stemquality_neg","X12map_harvest_field_rootshapes_pos","X12map_harvest_field_rootshapes_neg","X12map_harvest_field_rootofsize_pos","X12map_harvest_field_rootofsize_neg","X12map_harvest_field_rootyieldcass_pos","X12map_harvest_field_rootyieldcass_neg","X12map_harvest_field_diseaseresistanc_pos","X12map_harvest_field_diseaseresistanc_neg","X12map_harvest_field_rootcotcolor_pos","X12map_harvest_field_rootcotcolor_neg","X12map_harvest_field_overallrootlike_pos","X12map_harvest_field_overallrootlike_neg","X12map_harvest_field_overalperfharvst_pos","X12map_harvest_field_overalperfharvst_neg","X12map_harvest_field_overallscoreharv","X12map_harvest_field_perf_perfmlocalharvst_1","X12map_harvest_field_perf_perfmlocalharvst_2","X12map_harvest_field_perf_perfmlocalharvst_3","X12map_harvest_field_survey_end","X12map_harvest_field_farm_geo_longitude","X12map_harvest_field_farm_geo_latitude","X12map_harvest_field_farm_geo_elevation","X12map_harvest_field_farm_geo_gps_precision","X12map_flour_based_meal_surveyid","X12map_flour_based_meal_survey_deviceimei","X12map_flour_based_meal_survey_start","X12map_flour_based_meal_qst101","X12map_flour_based_meal_easedrying_pos","X12map_flour_based_meal_easedrying_neg","X12map_flour_based_meal_easemingling_pos","X12map_flour_based_meal_easemingling_neg","X12map_flour_based_meal_stickinesspaste_pos","X12map_flour_based_meal_stickinesspaste_neg","X12map_flour_based_meal_tastecasspaste_pos","X12map_flour_based_meal_tastecasspaste_neg","X12map_flour_based_meal_texturepaste_pos","X12map_flour_based_meal_texturepaste_neg","X12map_flour_based_meal_colorcasspaste_pos","X12map_flour_based_meal_colorcasspaste_neg","X12map_flour_based_meal_overalpastelike_pos","X12map_flour_based_meal_overalpastelike_neg","X12map_flour_based_meal_overalperfoflour_pos","X12map_flour_based_meal_overalperfoflour_neg","X12map_flour_based_meal_scoreperfomflour","X12map_flour_based_meal_perf_overalperflocal_1","X12map_flour_based_meal_perf_overalperflocal_2","X12map_flour_based_meal_perf_overalperflocal_3","X12map_flour_based_meal_choicreplantflou_pos","X12map_flour_based_meal_choicreplantflou_neg","X12map_flour_based_meal_survey_end","X12map_boiledroots_surveyid","X12map_boiledroots_survey_deviceimei","X12map_boiledroots_survey_start","X12map_boiledroots_qst101","X12map_boiledroots_easepeeling_pos","X12map_boiledroots_easepeeling_neg","X12map_boiledroots_cookingtime_pos","X12map_boiledroots_cookingtime_neg","X12map_boiledroots_mealiness_pos","X12map_boiledroots_mealiness_neg","X12map_boiledroots_cookedtaste_pos","X12map_boiledroots_cookedtaste_neg","X12map_boiledroots_softness_pos","X12map_boiledroots_softness_neg","X12map_boiledroots_fibrousness_pos","X12map_boiledroots_fibrousness_neg","X12map_boiledroots_overalboiledroot_pos","X12map_boiledroots_overalboiledroot_neg","X12map_boiledroots_overallperf_pos","X12map_boiledroots_overallperf_neg","X12map_boiledroots_scoreperformboil","X12map_boiledroots_perf_performlocal_1","X12map_boiledroots_perf_performlocal_2","X12map_boiledroots_perf_performlocal_3","X12map_boiledroots_choicreplantboil_pos","X12map_boiledroots_choicreplantboil_neg","X12map_boiledroots_survey_end"
208,"UG130016 ","UG130007","MM16/0707","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","b777abeb-284c-4ea9-b4d3-554ff0477657",352062080826724,"2019-04-27 15:12:43","2019-04-28 00:09:07","Serere","Okidi",208,"Female",40,"Joint",NA,33.35873,1.46678,1029.1,4.7,"a6b19213-88e4-4ca5-894d-560ee209634f",359667094719021,"2020-02-14 12:40:15","2020-02-14 15:54:52","B","C","B","C","B","C","B","C","General Appearance; Plant Height; Suitability To Soils; Other","Has several cracks at the  bottom of the  stems or stool a sign of good yield.",33.35872,1.466753,1032.4,5,"b928f3ad-e08a-4abc-94c1-7f975b2b0d77",359667094719021,"2019-10-31 15:26:27","2019-10-31 15:35:10","B","C","B","C","B","C","B","Stem Appearance; Plant Branching Habit; General Appearance; Other","The leaves are not again mottled  like before. ","1572525215750.jpg","1572525270129.jpg",33.35868,1.466749,1038.8,4.5,"f10e0ef4-6791-4d3c-978c-7ced118e3aa9",359667094719021,"2019-09-11 15:53:22","2019-09-11 16:00:09","C","A","C","A","C","A","Option C","Plant Vigor",NA,33.35869,1.46674,1034.6,5,"618a8d54-8997-4e4d-8b9d-1d09bd1bc926","359027091121525","2019-06-21 12:48:12","2019-06-22 07:26:02","2019-04-27","Average","Regular","Sandy Loam","B","A","Has good leave coverage.","One hill did not sprout.","C","A","It`s taller then the rest and good leaf cover.","The leaves are curling","C","A","It grows faster.","Leaves are curling.",1,1,1,"Two To Three Years",33.35888,1.466647,1074.9,5,"484324ca-c215-41ae-94b0-4756f63f539c","08525aca433741a4","2020-06-07 11:32:37",208,"B","C","A","C","A","C","B","C","B","C","B","C","B","C","B","C",1,"Better","Better","Worst","2020-06-11 09:44:00",33.35876,1.466757,1036.546,4.288,"53d67077-827a-4716-8d27-7abce96f7398","358884104650283","2020-06-11 16:00:36",208,"A","B","B","A","B","A","C","B","C","A","C","A","C","A","C","A",2,"Better","Better","Better","B","C","2020-06-21 12:16:53","e7c25ba8-dc07-4124-9783-c81631a1cef7","08525aca433741a4","2020-06-07 16:45:43",208,"B","C","B","C","A","B","A","C","A","C","A","C","A","C","A","C",1,"Better","Better","Worst","A","C","2020-06-11 09:30:02"
209,"UG120193","UG120124","UG130007","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","721c7674-9a7f-4fb6-a8be-11c5a8712f3f",352062080826724,"2019-04-27 16:07:46","2019-04-28 00:09:18","Serere","Okidi",209,"Female",36,"Male",NA,33.36403,1.47458,1038.4,4.6,"fbae5ebd-b512-47be-b939-9e432f5b0443",359667094719021,"2020-02-14 12:13:08","2020-02-14 15:51:28","B","C","A","C","B","C","B","C","General Appearance; Plant Height; Suitability To Soils; Other","Didn`t  show any disease signs during it`s growth",33.36407,1.474671,1044.8,5,"d7eb8a23-f0fc-4f49-ae90-280e2dbdeecc",359667094719021,"2019-10-31 16:10:37","2019-10-31 16:17:39","A","C","A","C","B","C","A","Stem Appearance; Plant Branching Habit; Other","Faster growth ","1572527778837.jpg","1572527833873.jpg",33.36403,1.474582,1050,5,"98fdb31c-c8c4-4793-b229-46040adef105",359667094719021,"2019-09-11 18:20:33","2019-09-11 18:27:46","B","A","B","A","A","C","Option B","Pest Resistance; Disease Resistance; Other","Healthy leaves. ",33.36406,1.474679,1043.2,5,"2d5ee75a-4569-48b5-b445-9c2a1e6350e0","355978097244907","2019-06-21 11:26:31","2019-06-22 07:29:17","2019-04-27","Flat","Regular","Clay Loam","A","B","Germination was faster as compared to B and C","Slow to germinate","A","B","Grows quickly and healthy","Leaves are wrinkled","A","B","Leaves and stems look good","Stunted and leaves are wrinkled",2,2,2,"Two To Three Years",33.36402,1.474643,1061.9,1.9,"eed4c54a-55c8-4258-ba27-d423e7a01681","4adc8a7c22151086","2020-06-07 12:29:25",209,"A","B","A","B","A","B","A","B","A","B","C","B","A","B","A","B",2,"Better","Worst","Better","2020-06-14 13:59:04",33.36404,1.474728,1010.969,4.288,"46fb300c-b01e-48ed-8bcd-71f37c3fed73","4adc8a7c22151086","2020-06-11 11:29:15",209,"A","B","B","A","C","A","B","C","B","A","B","A","B","A","A","B",1,"Better","Worst","Better","A","B","2020-06-15 14:02:07","c5a8e997-49ff-4576-bf31-1a32d6b2aaed","4adc8a7c22151086","2020-06-07 12:44:28",209,"A","B","B","A","B","C","B","C","B","C","B","A","B","C","A","B",1,"Better","Worst","Worst","A","B","2020-06-15 12:34:11"
210,"MM16/0707","UG120198","NAROCASS 1","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","21a2a03f-6820-459b-b27f-f1c174179cd2",352062080826724,"2019-04-27 14:36:55","2019-04-28 00:07:41","Serere","Okidi",210,"Male",39,"Joint",NA,33.35699,1.478195,1046.3,4.8,"aa582102-3d79-4dd8-bf6f-bd3f56cafa23",359667094719021,"2020-02-14 10:47:08","2020-02-14 15:49:20","C","A","C","A","C","A","C","A","General Appearance; Plant Height; Suitability To Soils; Other","Cracking around  the root based a sign of good yield.",33.35693,1.478145,1052.9,5,"b630f6af-7309-4cce-a6a1-7c95fb3957b6",359667094719021,"2019-10-31 15:55:07","2019-10-31 16:01:13","C","A","C","A","C","A","C","Stem Appearance; Plant Branching Habit; General Appearance; Other","Leaves becoming  better  from before. ","1572526819132.jpg","1572526842297.jpg",33.35694,1.478187,1041,4.5,"e232c57a-4bfe-4ee8-99b2-60f43b18e8a3",359667094719021,"2019-09-11 16:29:35","2019-09-12 11:39:19","B","A","B","A","A","C","Option B","Pest Resistance; Disease Resistance; Plant Vigor; Other","Leaves healthy",33.357,1.478189,1074.4,5,"1794e773-249b-4840-b0ce-04b8e0ff3a15","359027091121525","2019-06-21 13:11:30","2019-06-22 07:25:45","2019-04-27","Flat","Regular","Clay","A","C","Only one hill germinated.","It delayed to germinate.","A","C","The leaves are relaxed and healthy","The leaves are curling.","A","C","The leaves are healthy.","The leaf coverage is not that much.",1,1,1,"Two To Three Years",33.35695,1.478167,1070.2,2.7,"fbf08ce9-a937-43d0-91ad-10cbad29bccf","08525aca433741a4","2020-06-07 12:40:30",210,"C","A","B","A","C","A","C","A","B","A","B","A","C","A","C","A",3,"Worst","Better","Better","2020-06-11 09:45:12",33.35691,1.478189,1059.034,4.288,"327bfe1b-36de-4f09-a618-d0ed3d8b0a35","359667094719021","2020-06-19 16:20:52",210,"A","C","B","C","B","C","B","C","A","C","B","C","B","C","B","C",2,"Better","Better","Worst","B","C","2020-07-07 17:49:39","22e4fce3-8a65-4132-87b1-6ce0ef23c2b8","08525aca433741a4","2020-06-07 16:18:02",210,"C","A","B","A","B","C","C","A","C","B","C","A","C","A","C","A",1,"Better","Better","Better","C","A","2020-06-11 09:31:02"
211,"UG120124","UG120180","UG120156","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","8895df80-ff52-4812-bd20-0873deb20755",352062080826724,"2019-04-27 17:24:02","2019-04-28 00:08:05","Serere","Sambwa",211,"Female",30,"Joint",NA,33.35503,1.42775,1033.9,4.8,"4f5be461-3680-481d-98a9-2d000af3c230",359667094719021,"2020-02-14 14:36:36","2020-02-14 15:58:37","A","B","A","B","A","B","A","B","General Appearance; Plant Height; Suitability To Soils; Other","Faster  growth",33.35508,1.42793,1011.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21f85456-e96d-4e79-adf4-79d2b8cb30b7",359667094719021,"2019-09-11 11:09:08","2019-09-11 20:00:49","A","B","A","B","A","B","Option A","Pest Resistance; Disease Resistance; Plant Vigor; Other","Leaves are healthier.",33.35506,1.427788,1025.1,4.5,"698fb983-bb55-48ee-9fba-0a4a3be343f6","352131098143909","2019-06-20 17:02:37","2019-06-20 20:31:50","2019-04-27","Flat","Regular","Sandy Loam","C","B","All germinated well, fast growing and healthy","Poor germination most of it died, infested with white flies,  slow grows fast","C","B","Fast grows and healthy leaves","Slow grows, not healthy looking","C","B","Looks healthy, fast grows","Slow grows, leaves are not healthy",1,1,1,"After A Year",33.35508,1.427792,1038.8,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"MM16/1627  ","UG130016 ","MM06/123","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","0ea971ae-0762-4dbd-811c-969f0b9f841a",352062080826724,"2019-04-27 17:33:48","2019-04-28 00:09:26","Serere","Sambwa",212,"Female",42,"Female",NA,33.35394,1.429985,1059.3,4.9,"20045b2e-f64b-4f37-b33a-e91381a49491",359667094719021,"2020-02-14 14:22:24","2020-02-14 15:58:54","A","C","A","C","A","C","A","C","General Appearance; Suitability To Soils; Plant Height",NA,33.35401,1.429918,1032.4,5,"4e71c989-c68a-41aa-82f2-4b152cf4d6c3",359667094719021,"2019-10-31 13:01:55","2019-10-31 13:09:24","A","B","A","B","A","B","A","Stem Appearance; Plant Branching Habit; General Appearance",NA,"1572516342698.jpg","1572516495517.jpg",33.35398,1.429894,1027.9,5,"75676b2f-35b6-47bb-9ce3-39e8e9563473",359667094719021,"2019-09-11 12:14:02","2019-09-11 15:11:12","A","B","A","B","A","B","Option A","Pest Resistance; Disease Resistance; Plant Vigor; Other","Leaves healthy",33.35398,1.429858,993,4.5,"d8cce19f-f62b-452e-9ac7-7d8c0c8651d0","355978097244907","2019-06-20 17:30:00","2019-06-20 22:32:08","2019-04-27","Flat","Regular","Clay Loam","A","C","First to germinate","Delayed to germinate","A","B","Healthy","Slow growth and stunted","A","C","Greenish healthy leaves","Wrinkled leaves with reddish appearance",1,1,2,"Two To Three Years",33.35393,1.429988,1024.4,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,"UG120180","UG120198","UG120024 ","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","4c639aa6-006b-4f80-8ad8-026d85bbc026",352062080826724,"2019-04-28 11:43:13","2019-04-28 12:01:00","Serere","Sambwa",213,"Female",55,"Female",NA,33.36321,1.432975,1028.9,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,"UG120124","MM06/123","UG120193","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","e738c07c-1b20-49bd-940a-c783b680d549",352062080826724,"2019-04-28 11:05:26","2019-04-28 11:25:09","Serere","Sambwa",214,"Female",50,"Female",NA,33.35824,1.437022,1044.8,4.9,"7a4ec687-f02a-4ab8-bb4e-24e56634dfb2",359667094719021,"2020-02-14 13:12:36","2020-02-14 15:55:16","A","C","A","B","A","B","A","B","General Appearance; Plant Height; Suitability To Soils; Other","Good stem size",33.35824,1.437163,1024,5,"dd622d33-63ec-4dd4-9ea8-82f93c5477cd",359667094719021,"2019-10-31 14:00:38","2019-10-31 14:07:18","A","C","A","C","A","C","A","Stem Appearance; Plant Branching Habit; General Appearance; Other","Good shiny leaves with no disease appearance.","1572519953914.jpg","1572519985575.jpg",33.35824,1.437133,1032.3,5,"37829816-aaea-45ca-afe9-4174003bfd72",359667094719021,"2019-09-11 14:22:36","2019-09-11 15:14:48","A","C","A","C","A","B","Option A","Pest Resistance; Disease Resistance; Plant Vigor; Other","Healthy  leaves",33.35821,1.437069,1015.5,4.5,"68f572d7-70e7-4ef1-88fa-da6affce96f7","352131098143909","2019-06-20 18:21:53","2019-06-20 20:30:19","2019-04-28","Flat","Regular","Sandy Loam","C","B","Good germination and grows","Poor germination and slow grows h","A","B","Fast grows and healthy","Slow grows and heavy white fly infestation fae","A","B","Fast grows and healthy","Slow grows",1,1,1,"After A Year",33.35838,1.437095,1032,4.9,"354db08a-9fb0-409a-9508-85be50da7c85","358884104650283","2020-06-13 15:25:26",214,"A","B","C","B","C","B","C","A","A","B","A","B","C","A","C","B",1,"Better","Worst","Better","2020-06-21 12:23:20",33.35834,1.437062,1026.7,4.9,"40e30d09-2dc8-475d-aab8-aade89753fb3","359667094719021","2020-06-19 12:39:45",214,"A","B","A","B","A","B","A","B","A","B","A","B","A","B","A","B",1,"Better","Worst","Better","A","B","2020-06-19 12:47:45","8a5467a2-830f-4532-88c0-b9ef1828f4f7","358884104650283","2020-06-13 16:56:03",214,"C","A","C","B","A","C","C","B","A","C","A","C","B","C","A","C",2,"Better","Better","Worst","C","B","2020-06-21 12:12:18"
215,"UG130007","NAROCASS 1","UG120156","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","1410bb8f-86b7-4338-9041-c84f5b1afb46",352062080826724,"2019-04-28 10:40:23","2019-04-28 11:24:59","Serere","Sambwa",215,"Female",34,"Joint",NA,33.35574,1.432237,1073.1,4.8,"414fc48f-5f45-4828-9971-403d695adfbd",359667094719021,"2020-02-14 13:26:13","2020-02-14 15:55:32","C","A","C","A","C","A","C","A","General Appearance; Plant Height; Suitability To Soils; Other","Easy  to  weed",33.35587,1.432306,1025.5,5,"c4a2f801-5b3c-4f24-97e4-d77afcfa598a",359667094719021,"2019-10-31 13:40:47","2019-10-31 13:46:30","C","A","C","A","C","A","C","Stem Appearance; Plant Branching Habit; General Appearance; Other","No signs of disease ","1572518701707.jpg","1572518742827.jpg",33.35579,1.432354,1027.6,5,"6cbec3d3-0841-464e-ad18-1eacc8fa671b",359667094719021,"2019-09-11 12:33:23","2019-09-11 15:12:44","C","A","C","A","C","A","Option C","Pest Resistance; Disease Resistance; Plant Vigor",NA,33.35577,1.432312,1013.7,5,"8764e6d7-e565-4825-b36d-02a8710ed9cf","359027091121525","2019-06-20 17:11:06","2019-06-20 21:06:23","2019-04-28","Flat","Good","Loamy","C","B","Almost all germinated","Has many gaps","C","B","Leaves are beautiful and taller plants","The plants are miserable","C","B","Is is beautiful to look at and has many stems per plant","Slow growing and has miserable leaves",1,2,1,"After A Year",33.35584,1.432397,1036.4,4.9,"a04e1b39-5089-45c7-b779-66f3a95aa72c","358884104650283","2020-06-13 16:16:20",215,"C","A","B","C","B","C","B","C","B","C","B","C","B","C","B","C",1,"Better","Better","Worst","2020-06-21 12:23:53",33.35599,1.432307,1034.7,3.8,"d2052ae6-23a2-4174-a5a8-8cae9531e3bb","359667094719021","2020-06-19 13:54:37",215,"C","A","B","C","B","A","B","C","B","C","B","C","B","C","B","C",1,"Worst","Better","Worst","B","C","2020-06-19 14:01:47","9f8dcb1f-744b-4dc1-b784-7fe69e7b9b80","358884104650283","2020-06-13 16:33:30",215,"B","A","B","C","B","A","B","C","B","C","B","A","B","A","B","C",1,"Better","Better","Worst","B","C","2020-06-19 19:55:47"
216,"UG120024 ","MM16/1627  ","NAROCASS 1","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","da6685cd-0d43-453b-abf3-e0b5cf7133cc",352062080826724,"2019-04-28 10:23:57","2019-04-28 11:24:49","Serere","Sambwa",216,"Female",40,"Female",NA,33.35753,1.43158,1050.2,4.1,"0a7458d1-e4c6-49c4-a34e-f8f1ffd179c7",359667094719021,"2020-02-14 13:35:16","2020-02-14 15:55:47","C","A","C","A","C","A","C","A","General Appearance; Plant Height; Suitability To Soils; Other","It`s branching and leave cover.",33.35755,1.431586,1029.7,4.5,"ef7f05e6-b577-479f-aa69-4e2dade9260a",359667094719021,"2019-10-31 13:28:32","2019-10-31 13:35:25","C","A","C","A","C","A","C","Stem Appearance; Plant Branching Habit; General Appearance; Other","Shiny leaves","1572517958792.jpg","1572518036560.jpg",33.35759,1.431614,1029.6,5,"d725e344-be1d-4fa1-9645-04fe9fd4a9d9",359667094719021,"2019-09-11 12:56:38","2019-09-11 15:13:11","B","A","B","A","B","A","Option B","Pest Resistance; Disease Resistance; Plant Vigor; Other","Healthy leaves",33.35761,1.431559,1040.7,5,"f749a8e5-144d-4812-bdde-c1b4a8ebdaf9","359027091121525","2019-06-20 16:57:47","2019-06-20 21:09:03","2019-04-28","Flat","Regular","Sandy Loam","B","A","I see many plants germinated, few are missing","Few plants germinated","B","A","It sprouted quickly and has beautiful leaves","The plants grow poorly and the leaves look diseased","B","A","The leaves are healthy","The sprouting is poor and the leaves look diseased",1,1,1,"Two To Three Years",33.35766,1.431652,1047.5,4.5,"2e2deb42-bf7d-44b8-a0df-f6b74c7c1eb6","358884104650283","2020-06-13 13:29:59",216,"C","A","C","B","C","A","C","A","C","B","C","B","C","A","C","A",1,"Worst","Worst","Better","2020-06-19 19:50:38",33.35754,1.431558,1040.2,2.8,"7f466b82-198e-4f02-ba2a-a2e670c52ad1","359667094719021","2020-06-19 13:20:24",216,"A","B","A","B","C","A","C","B","C","A","C","B","C","B","C","B",1,"Better","Better","Better","C","B","2020-06-19 13:27:45","00109d1b-59c7-4716-83bb-8bbac440299a","358884104650283","2020-06-13 15:54:02",216,"C","A","C","B","A","B","A","B","C","B","A","B","C","B","A","B",1,"Better","Worst","Better","C","B","2020-06-19 16:07:29"
217,"MM06/123","MM16/0707","UG120180","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","561ad0e8-75cd-418d-84bd-39a9ec112c33",352062080826724,"2019-04-27 18:16:54","2019-04-28 00:09:40","Serere","Sambwa",217,"Female",49,"Joint",NA,33.35575,1.430715,1052.5,4.8,"3c56770c-2129-419f-b1a8-c047d1e42bda",359667094719021,"2020-02-14 13:48:14","2020-02-14 15:50:52","A","C","A","C","A","C","A","C","General Appearance; Plant Height; Suitability To Soils",NA,33.35581,1.430812,1013.1,5,"bd143cab-df8c-46dd-8fbf-60e756724c9e",359667094719021,"2019-10-31 12:28:41","2019-10-31 12:35:48","B","C","B","C","A","C","B","Stem Appearance; Plant Branching Habit; Other","Faster growth ","1572514468194.jpg","1572514513272.jpg",33.35584,1.430753,1027.3,4,"21b95af7-9739-4d3a-a53c-cafa112509e0",359667094719021,"2019-09-11 11:51:45","2019-09-11 15:10:19","A","B","A","B","B","C","Option A","Pest Resistance; Disease Resistance; Other","Leaves are healthier.",33.35576,1.430765,1003,5,"e36ec320-4fc0-45d1-bfaf-80a0a5939dfc","352131098143909","2019-06-20 17:27:58","2019-06-20 20:30:47","2019-04-27","Flat","Regular","Sandy Loam","B","C","Fast grows","Slow grows","B","C","Fast growing and healthy","Slow grows","B","C","Healthy and fast growing","Slow grows",1,1,1,"After A Year",33.3558,1.430698,1033.7,4.9,"1f26fd62-a627-4692-b985-e5a3e77e9259","358884104650283","2020-06-13 12:23:37",217,"A","C","A","C","A","C","A","C","A","C","A","C","A","C","A","C",1,"Better","Worst","Worst","2020-06-21 12:22:50",33.35575,1.430745,1053.2,3.9,"d74d8fd2-756a-4f95-984d-1ea674dd8522","359667094719021","2020-06-19 14:23:36",2173,"B","A","B","A","B","A","B","A","B","A","B","A","B","A","A","C",1,"Worst","Better","Worst","B","C","2020-06-19 14:28:37","32953a42-f7e7-4473-a227-71ef001ba2b6","358884104650283","2020-06-13 14:21:44",217,"A","C","A","B","B","A","B","A","A","B","B","A","A","B","A","B",2,"Worst","Worst","Worst","A","C","2020-06-19 16:05:35"
